"NBa7we src","d4r55","RfnDt","eaLgGf","hCCjke","rsqaWe","wiI7pd","dSlJg","dSlJg 2","znYl0","znYl0 2"
"https://lh3.googleusercontent.com/a-/ALV-UjWm3T9LTpNbhR-L5Lrg_4W23WxWUeFN80VsrVAuOLfj854=w32-h32-p-rp-mo-br100","Tri Linda Wati","1 ulasan","","","6 tahun lalu","Universitas favorit","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjVjtt_lJ4ttQFNb5goc6sFWmHg4eRwGpe6i1wlRekg6Km8=w32-h32-p-rp-mo-ba2-br100","putri purna","Local Guide · 4 ulasan · 4 foto","","","6 tahun lalu","Rindu","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjU-QMp1k5wRpzJNnx8enYWFnZrvCVpD6ATVAbvthjfpf-Y=w32-h32-p-rp-mo-ba6-br100","ytsE 3as2ti","Local Guide · 674 ulasan · 1.882 foto","","","7 tahun lalu","bagus","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a/ACg8ocJ_c5UslX_OWv7QnoXJNvo50tL1GKie78rJmzqW1qiB=w32-h32-p-rp-mo-br100","zero zera","1 ulasan · 2 foto","","","7 tahun lalu","Bagus","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a/ACg8ocIj8_JVAcc285QjVBsQyApBqNcEu8tFylIoJFobdpFQ=w32-h32-p-rp-mo-br100","syahri2169","1 ulasan","","","8 tahun lalu","Ini alamat yang benar","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjXq2ExbOKeNW0LEXGIp1HcUnslOkeJx19do7KEY8hRnsm3r=w32-h32-p-rp-mo-ba6-br100","Aliqa Point","Local Guide · 203 ulasan · 4.115 foto","","","5 tahun lalu","The best one college","","","","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjVl0AyUIVUe1ADHyw14FD8mbA0ivgcdAU7VK9-4KDvWrwc=w32-h32-p-rp-mo-ba4-br100","Anton Agus Setiawan","Local Guide · 113 ulasan · 125 foto","","","7 tahun lalu","Mantap","","","","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjVvcHmBuSZbgakVxaaJnc31YxHxcVdTbvxCwQ4UCDkRmIo=w32-h32-p-rp-mo-ba5-br100","Imana Malia Kondou","Local Guide · 245 ulasan · 267 foto","","","setahun lalu","Nice university","","","","Bagikan"
"https://lh3.googleusercontent.com/a/ACg8ocKl92gQhCQPSA6LAf0W1yoBZS6jXR-NJHZOdU65oEI2=w32-h32-p-rp-mo-br100","SAMAI ngawonggo","1 ulasan","","","4 tahun lalu","Mangstap","","","","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjUtTQh9nFiS_vErbapFAd-Vo5QOW2qW6YocHN43nOCtguY=w32-h32-p-rp-mo-ba4-br100","Kholiq Abdul","Local Guide · 217 ulasan · 109 foto","","","3 tahun lalu","Top","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjX9eDtp5ayJCqs7DkFZZomWMlXIBby8cgylcC1ERVzkLXjz=w32-h32-p-rp-mo-ba3-br100","Batsayna Melyartyasri","Local Guide · 16 ulasan · 22 foto","","","5 tahun lalu","Nice place to study","","","","Bagikan"
"https://lh3.googleusercontent.com/a/ACg8ocIUiftPx2Rwa02lqwYwjbu_-yZhNN2ymuYkX2y4Iz4=w32-h32-p-rp-mo-ba2-br100","yulius bungkang","Local Guide · 12 ulasan · 2 foto","","","4 tahun lalu","Nice campus","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a/ACg8ocLgBUnaW5uWer2eS8QxjVKdbUF557EUBqoxWofXzvQGXbg=w32-h32-p-rp-mo-ba3-br100","Ricky Zio Prassetio","Local Guide · 83 ulasan · 8 foto","","","6 tahun lalu","Pengen kuliah disini","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjUMv0BzKFKQIqbVYRuBFGKTDent1KMosg6_YlKCqWBgI_w=w32-h32-p-rp-mo-br100","Hafi Wardana","4 ulasan · 1 foto","","","8 tahun lalu","kampus kebanggaan","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjXBxx05-Dy5i7R0qJE3yDf9Hx_0uSGjgXe8cQhJNQ42eE6h=w32-h32-p-rp-mo-ba4-br100","Afida Husniya","Local Guide · 168 ulasan · 109 foto","","","5 tahun lalu","Spacious, green, and nostalgic","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjXbhnj7OrrsEvgem3QCLpkAZMqPXK7G5DD21eni7v2upA=w32-h32-p-rp-mo-ba4-br100","Dhil Ikram","Local Guide · 219 ulasan","","","4 tahun lalu","Good","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjXxvflTmKskPAQQoT5zw1epHn9jgjHgH0EhoCLsvZO1O8M=w32-h32-p-rp-mo-ba4-br100","Aman Maathoba","Local Guide · 142 ulasan · 152 foto","","","8 tahun lalu","We are studying in here ...","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjW5aoarkorOg8iFvdQZbmtjTtgcIk4mLwn0DS80d_mN-A=w32-h32-p-rp-mo-ba3-br100","Green Stone","Local Guide · 27 ulasan · 27 foto","","","4 tahun lalu","Ok","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjXexCerWwUd7lSB6oft49TGN41yX7FzGiApaq1EoyDOmpk=w32-h32-p-rp-mo-ba4-br100","Alfanzha K Lagranaldi","Local Guide · 65 ulasan · 95 foto","","","7 tahun lalu","Study in civil engineering","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjVMp2S6s8XBBXCOrr3dU5NWxQ5-S6eZDVGbUWVAeo1Wjw=w32-h32-p-rp-mo-br100","UM_Miftahus Shobah","6 ulasan · 2 foto","","","4 tahun lalu","Kampus favorite","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a/ACg8ocKB-qqUzscxZpou-VDa7T2c_3jJnpFucXh-H2FmPbLy=w32-h32-p-rp-mo-br100","Faisal Pangestu","1 ulasan","","","7 tahun lalu","Kampus Bagus","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjWmdH_nUV44iYhhYw83tsYKUCGpUtVaZjqbwldbkZpkIjs=w32-h32-p-rp-mo-ba4-br100","Fikri Zhambava","Local Guide · 189 ulasan · 14 foto","","","3 tahun lalu","Good","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjVswA-GjT8xiyzLlAXOcF3jBJRh5FD3471U2wPYOc8n8KlB=w32-h32-p-rp-mo-ba5-br100","O. Alfazriyah","Local Guide · 82 ulasan · 332 foto","","","6 tahun lalu","nice library 😄 …","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjUzL4cioa7fAKkQKBk5JusHEY7rTXHs6O8pTGggXfPvVD8=w32-h32-p-rp-mo-br100","resa cahya","4 ulasan · 4 foto","","","8 tahun lalu","Ini kampusku....","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjWieDPRWfDsZ2n_GIgqKOP9kHoz1yVL4icDnrlhgHMb7A=w32-h32-p-rp-mo-br100","Mat Samsuri","2 ulasan · 25 foto","","","2 tahun lalu","GEDUNG E6 KENANGANKU","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjW0s90qGOPotfuhjH35uXw5DwQDaFcEPiA7HE8iaYl91zk=w32-h32-p-rp-mo-ba4-br100","Nanang Hidayat","Local Guide · 121 ulasan · 214 foto","","","3 tahun lalu","Good","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjWZ7UpZdoJNYjOfp6311_OwcisOvlEUa2WCXUfY_Pt95fo=w32-h32-p-rp-mo-ba4-br100","zahwa arifin","Local Guide · 93 ulasan · 8 foto","","","3 tahun lalu","Amazing","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjUdH520_XiJSMtLBdOgpdnEFMr9bYpZK1TbtzO-gnD31g=w32-h32-p-rp-mo-br100","Diejhe Amai","1 ulasan","","","8 tahun lalu","yeah!","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjU8XK9gWfURaaUThjj54RhJ7ErYnwgfzuPhQoL-zsAsrCE=w32-h32-p-rp-mo-br100","sriendar wati","10 ulasan · 3 foto","","","7 tahun lalu","Ok","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjUb4NzL0GF_LSEgw2feACvzz-LjTe4iEY35IVpPArQRvqE=w32-h32-p-rp-mo-ba2-br100","Ivan Fadhila","Local Guide · 5 ulasan · 4 foto","","","2 tahun lalu","🔥🔥 …","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a/ACg8ocLwDW6JlV5V1ZZuP7umt0RTA0lo4-AYkpCtjTxZgz0G=w32-h32-p-rp-mo-br100","Fadliansyah Fadliansyah","2 ulasan","","","7 tahun lalu","Kakak disitu..","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a/ACg8ocJwkCw6br5qLUB1_QOw8R5-o6dN_Sd9ghMZJH1_KqWz=w32-h32-p-rp-mo-br100","Sheryl Wijaya","2 ulasan","","","6 tahun lalu","Maii favorite university","","","","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjWq2lr3oKNPVeQDXHVv6iaMXpnypTQoB0o0yqVsSUfwgYk=w32-h32-p-rp-mo-ba4-br100","Rizki Saputra","Local Guide · 26 ulasan · 10 foto","","","3 tahun lalu","Nice","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjXc1XELuxx69xDAJjMrcy1KHGDwm6XPjORDp46iGWjl2VA=w32-h32-p-rp-mo-br100","Dapiets MV","1 ulasan · 30 foto","","","8 tahun lalu","The best campus","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjXNHMU0WjcmS0iBGutPXZLACkWGPhoM-Z9Ia7CeHMd0pyw=w32-h32-p-rp-mo-ba4-br100","Aldion Fachrezy","Local Guide · 54 ulasan · 26 foto","","","8 tahun lalu","UM is the best!","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a/ACg8ocJaE93ycmnH9cu6-Rm6j7b_9D5fdT4obbGK5J9M-PSd=w32-h32-p-rp-mo-br100","Arthie Sophie","1 ulasan · 4 foto","","","5 tahun lalu","Good","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjX8vs_q3P1Ei9dHShogu1tLpZI4Fu2X0_izMx9pWZVCnOzp=w32-h32-p-rp-mo-ba6-br100","Hardi Surya Darmawan","Local Guide · 287 ulasan · 5.029 foto","","","5 tahun lalu","Best","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjVdf5Tgp1fg6AVTy_Mf_vtBOzs-TVLnaaQbn6UuzrJ6cwg=w32-h32-p-rp-mo-br100","Solikhatul Azizah","1 ulasan","","","4 tahun lalu","amazing","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjUiUNeVxuRk_f9IrItBpp-ZumI-xagrp3DBbOjw6sVf7d0=w32-h32-p-rp-mo-ba3-br100","Dahlia helena Putri","Local Guide · 25 ulasan · 22 foto","","","5 tahun lalu","amazing","","","","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjWXmz_MJ49Ll84sZHyE28-rAvgmZVU2OdYFkIiWKdTyJzs=w32-h32-p-rp-mo-ba3-br100","DM Travel","Local Guide · 62 ulasan · 15 foto","","","5 tahun lalu","Good","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjVT9Pw2wSZpaIjn26uoHEGlce98hK-mVxia_YftzTw7j7M=w32-h32-p-rp-mo-ba4-br100","Curut Kopi","Local Guide · 115 ulasan · 23 foto","","","4 tahun lalu","Nice","","","","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjUlIRlCh35TZUD7x33JAMfng3T64DXgsLO-oJV3enFx5x4=w32-h32-p-rp-mo-br100","Siti Alimah","5 ulasan","","","2 tahun lalu","I was graduated from there","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjXW8QD0-pp2-wxjCRomiCiGEtnYxfv0A_L6KKj7Ql5vZ4o=w32-h32-p-rp-mo-ba2-br100","ilham isnafandiar","Local Guide · 18 ulasan · 8 foto","","","5 tahun lalu","Good","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjWJO5XZDxwmAlcH0zJFpB1JghifRm9MfKK6Tg5UGZUxTRh_=w32-h32-p-rp-mo-ba6-br100","Ahmad Fitri Zakaria","Local Guide · 503 ulasan · 2.060 foto","","","3 tahun lalu","Wow","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjV1GuWIwlxikPZ1ymrNC1ULVvqN3W88yPqnoYUey2wQJmQ=w32-h32-p-rp-mo-ba5-br100","Nashruddin Anwar","Local Guide · 116 ulasan · 253 foto","","","5 tahun lalu","Good","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjUP5MA72kZwaYq8Mfw9IxfCcNBGXoA6Rknwsqtexf08kw=w32-h32-p-rp-mo-br100","Choirul Hidayat","1 ulasan","","","8 tahun lalu","Like it","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjUUsFl8KMztImJjpNhnn0dWd_7bZf8AEge8dHrPH3ybip0=w32-h32-p-rp-mo-br100","Elmiyadi Novia Farma","1 ulasan","","","8 tahun lalu","Lean on","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjWltO4uh1FuME8PIERuOqpJGAfDDFOU3KxS24Ylqocjc4TB=w32-h32-p-rp-mo-ba6-br100","Nunung Afuah","Local Guide · 927 ulasan · 1.196 foto","","","7 tahun lalu","Love to study here","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a/ACg8ocLTtHHWaOHqk7MeW5o0erMkkCFzfL_aqbNeRSxtaqFJ-A=w32-h32-p-rp-mo-ba3-br100","Roudhoh Maghfiroh","Local Guide · 16 ulasan · 8 foto","","","8 tahun lalu","Kampus kita","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjWzswOkqFL87AUazdvseqIBMZy7fd_nQ2BToUfw-Q42o6g=w32-h32-p-rp-mo-ba4-br100","Ahmad Dani Iswantoro","Local Guide · 61 ulasan · 148 foto","","","5 tahun lalu","Tempat yang mengedukasi","","","","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjXT1NhTtqDQ-zmffVPBYb4asyXEoRyXgeEnq4b9Zz1I80o=w32-h32-p-rp-mo-ba4-br100","Aji Leksono","Local Guide · 199 ulasan · 124 foto","","","6 tahun lalu","kampus pendidikan","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjVZ3wrDbggoKtOUVbqEX5xvh_3r0_B1tdKS2Z0Ftg5qpnU=w32-h32-p-rp-mo-br100","Ahmad iltimas Ridho","3 ulasan","","","8 tahun lalu","untuk nilai A","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a/ACg8ocKIAqZTFqNRgKbkQgf8TczCg4MpKyR6V1Re8nSGoqKG=w32-h32-p-rp-mo-br100","Blegug Tamtama","1 ulasan","","","7 tahun lalu","Excellent","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjVerVKGH3LNV5Ft-rCpO1RLJTRf8GsseMkJsmp6h8BiNg=w32-h32-p-rp-mo-ba3-br100","Tri Yohana Wati","Local Guide · 83 ulasan","","","6 tahun lalu","sip","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjWq-ZExz2FoDvxIneE1XQTLpAngJ1s1dG9wQTunjm6mh7Ix=w32-h32-p-rp-mo-ba3-br100","Soetam Rizky","Local Guide · 15 ulasan · 38 foto","","","5 tahun lalu","Great","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjWzFgKYrlJPVjAyQ80eMal4KxY-paiYalNsNGgegD30J7g=w32-h32-p-rp-mo-ba5-br100","Sunu Wahyudhi","Local Guide · 169 ulasan · 250 foto","","","7 tahun lalu","Great campus","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjWqtCGZoMQcQ9ziNR1ekR7KT8m2oIvX-PfhRByuYQh1dhWt=w32-h32-p-rp-mo-ba3-br100","Tosa Al Haidar Haq","Local Guide · 63 ulasan · 7 foto","","","5 tahun lalu","nice","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjXZfBg3HOjz6u0h8-GHw9lpWoF9egJhpUk1cPd_gvj79T8=w32-h32-p-rp-mo-ba3-br100","Speargun Mania","Local Guide · 56 ulasan · 12 foto","","","7 tahun lalu","good","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjWDoOZSDuA3n5Ob5EQGeQdyF-rVKd0GLKbPZd1IHmlenBk=w32-h32-p-rp-mo-ba4-br100","Takul 19","Local Guide · 55 ulasan · 180 foto","","","2 tahun lalu","sip","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjWEvGfj_13bSYeGa4K0hDjoDaXEkAocMIThwAzhIljC5qA=w32-h32-p-rp-mo-br100","Putra Addhyand","9 ulasan","","","9 tahun lalu","Lovely Place!","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjWxHiOh7SqsC0GbZv3yoH059mksi0Rv5Ev1xQwpuyzvbNk=w32-h32-p-rp-mo-ba5-br100","Din's","Local Guide · 354 ulasan · 289 foto","","","7 tahun lalu","Universitas pendidik 👍 …","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjWjAKqRvFpp4-VYX6eZ1HljtjQQaKIJbbwanDpxKZBLjc4=w32-h32-p-rp-mo-ba4-br100","Khoirun Nisa'","Local Guide · 89 ulasan · 55 foto","","","7 tahun lalu","excellent","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjWQsTYEszJEQUios0YsZ3PAt6-mlv0NY-dL23fD74xznHv5=w32-h32-p-rp-mo-ba5-br100","Mochamad Umar Al Hafidz","Local Guide · 382 ulasan · 245 foto","","","7 tahun lalu","Kampus universitas negeri malang","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjWwEyisbHhzg5EzSsAWOlBn7bc_I51gscr2dZf2P5Ee8xQ=w32-h32-p-rp-mo-ba3-br100","Siswanto S.Kom.","Local Guide · 26 ulasan · 37 foto","","","4 tahun lalu","Best picture","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjWvBKh3g4Jmrzfz6nM4G4P1w6aoB-eyjoblblab8tXXukA=w32-h32-p-rp-mo-br100","ItsYourDear","10 ulasan · 2 foto","","","4 tahun lalu","Kampus almamater..","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjUg2U7ZoXsxXmJQGw4EG40UTt_WeYJlEi4rjhzsxvns_iM=w32-h32-p-rp-mo-ba5-br100","Roisa A","Local Guide · 305 ulasan · 797 foto","","","7 tahun lalu","Great lectures","","","","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjUMUOZK9UalAjeW5TjPWGfIm9BmrlnWAu3Z6ztq0Cgilg=w32-h32-p-rp-mo-ba4-br100","Zainal Abidin Abidin","Local Guide · 53 ulasan · 85 foto","","","5 tahun lalu","Pascasarjana  UM","","","","Bagikan"
"https://lh3.googleusercontent.com/a/ACg8ocJnSd884DZ82iAUhlGaE7twF_yrW54HRiXA3x_82rQX=w32-h32-p-rp-mo-br100","Isabella","1 ulasan","","","8 tahun lalu","UM is the best","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjXKxf9Fkh77VJwJBo3rcTBlPZcRiCpmkfu7351JK1QA0rm_=w32-h32-p-rp-mo-ba6-br100","Haryanto S","Local Guide · 1.047 ulasan · 2.006 foto","","","2 tahun lalu","The learning educity","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjU_MLoPWmPgV8rdLGtKC6qmgWkmBYBRBWJ2gaHYKgWVcNk=w32-h32-p-rp-mo-br100","Errow","1 ulasan","","","8 tahun lalu","My job place....LU","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjVCOUA3wGza7-UPPFO2M0L_l2UinoB7CSY5jBuorhJH4g=w32-h32-p-rp-mo-ba4-br100","Afif Rawzuhdi","Local Guide · 91 ulasan · 22 foto","","","6 tahun lalu","University with a lot of history","","","","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjU11VaJK17fMtH7IEbDzuirfdIw7Jhz8gXLKupb8zlJQw=w32-h32-p-rp-mo-ba4-br100","aksiomatika D.F","Local Guide · 75 ulasan · 24 foto","","","3 tahun lalu","Menyenangkan","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjUqkSh3Q_OJlKR5I7DwBgpRzLHnliY-lKTZOHfKTuLAPxjY=w32-h32-p-rp-mo-ba6-br100","Arif Rahman Nurdianto","Local Guide · 677 ulasan · 4.136 foto","","","7 tahun lalu","Good campus","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjXesJsjZh4mCgE2oErNhJ15i2RHpFiYBwWNICmG5wa9zK4=w32-h32-p-rp-mo-ba3-br100","Dwi Alyansyah","Local Guide · 52 ulasan · 36 foto","","","4 tahun lalu","Kampus negeri","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjXoX-wY-FfNtIFHjwpgjCsZk_omHr0whU23vH9CpWzXask=w32-h32-p-rp-mo-ba5-br100","Safira Herlambang","Local Guide · 270 ulasan · 338 foto","","","4 tahun lalu","Lovely place","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjUVxs0iwDVEMJ33eFMsdzp0VZcooNAEeWUEA8njN_7x30M=w32-h32-p-rp-mo-ba3-br100","Ressania FE","Local Guide · 38 ulasan · 43 foto","","","7 tahun lalu","Tempat kerja","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjUJZTJ89QTH9ugzD7gYe-76DR0iN65YrfaKf2s0E0YbgQ=w32-h32-p-rp-mo-ba2-br100","I Putu Jinar Padwika","Local Guide · 10 ulasan · 16 foto","","","9 tahun lalu","Have fun...","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjWhLkqgkGGCgOXG9H7YPgPwJDsXKzNlpa5mzI8crzQGQfk=w32-h32-p-rp-mo-br100","Nurwahidah","1 ulasan","","","8 tahun lalu","Universitas yang keren","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjVO8s_mA2lzmjThR9fA05aIESRIkcJu1luyHkmOVK0KoA=w32-h32-p-rp-mo-br100","Tutut Chusniyah","5 ulasan","","","3 tahun lalu","Menyenangkan","","","","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjUQ_MwOkynisNEam7usUG_Ww-nhi3P6-k15G_cL-gZ-HjY=w32-h32-p-rp-mo-br100","kadek kamajaya","6 ulasan","","","8 tahun lalu","I Loved it..","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjVLf6rZxOG2b_n3WCuIVnnUGHyfdCGWMDmnHflQUl5Z5G5-=w32-h32-p-rp-mo-br100","Jeni Sintia","4 ulasan · 1 foto","","","8 tahun lalu","Fakultas sastra","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjUdiwKMGKsjvMyMs1lulUZwQzhZd_2y27q03DPC4xm6cE8=w32-h32-p-rp-mo-br100","Gregorius Yordan","4 ulasan","","","7 tahun lalu","Sip","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjVchQ7Sqqw86PYx864lclXjnQtcnwDTmAcX-q5_SmCwSyk=w32-h32-p-rp-mo-ba3-br100","Oky Doank","Local Guide · 40 ulasan · 11 foto","","","8 tahun lalu","Kampus SPG","","","","Bagikan"
"https://lh3.googleusercontent.com/a/ACg8ocIsgkC0kt0PPxiZ-epjsVuR1cP9CKrfrE1RloFg2hsY=w32-h32-p-rp-mo-br100","fitria agustini","1 ulasan","","","8 tahun lalu","Jalan veterang malang","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjXHfOdAEymM6gaqGX94DBQ9nA-850j-Ee9uXyFXZ8FQk5me=w32-h32-p-rp-mo-ba4-br100","Bobby","Local Guide · 82 ulasan · 28 foto","","","7 tahun lalu","Kampus andalan","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjX29yFaa-Pqex5PTdx_OVHeHxz9ozYbyz-smW0zy19A_w=w32-h32-p-rp-mo-br100","Hero Alatas","1 ulasan","","","8 tahun lalu","REVIEW","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjX2vDyPnJiWxM6n0gNrkML1OgZHe2JmHdwtRBvEXz6t_kE=w32-h32-p-rp-mo-ba3-br100","Betty Masruroh","Local Guide · 29 ulasan · 3 foto","","","8 tahun lalu","Review","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjXCOdGWFZbkSVMSSAlXs1u4941qoKMYHcdyOmT2EERA360=w32-h32-p-rp-mo-br100","Neni Wahyuningtyas","2 ulasan","","","8 tahun lalu","REVIEW","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a/ACg8ocKWVdvN1M5QhIrc3qqL7VAg4vz4aDde83HMgp9cWOw=w32-h32-p-rp-mo-br100","Mimin Fira","1 ulasan","","","6 tahun lalu","Enjoy place","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjW1GUJexAgFKCeTTX1HW5BBqjaV52ejoXYTdc-ckcOZxHs=w32-h32-p-rp-mo-ba5-br100","12 MUHAMMAD ALIM","Local Guide · 364 ulasan · 57 foto","","","6 tahun lalu","UNIVERSITAS NEGERI MALANG","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjUq3tjeXKTFTrrUVP2Hc7Ha7YebM_tGUevNLr1jNwIr2d0=w32-h32-p-rp-mo-br100","Ach Amirudin","1 ulasan","","","8 tahun lalu","UM the learning university","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjX_c84p2r8zHtZosaBWNzAcsaS2-D8orbUOnldGm8uWPZIF=w32-h32-p-rp-mo-br100","Lila's Life","141 ulasan","","","3 tahun lalu","Nice place.","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjVlio-BVmJUwu8bX3Z-NseHUj8RY0soLvrzq7FIStwBmrya=w32-h32-p-rp-mo-ba4-br100","Achmad Chodar","Local Guide · 134 ulasan · 37 foto","","","3 tahun lalu","The real university","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a/ACg8ocIb5pITCktvxfn2Km51pgSU9somORp9db0hpDEyP8fM=w32-h32-p-rp-mo-br100","Yuli ana","1 ulasan · 1 foto","","","8 tahun lalu","Kampus impian","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjU9pr9e3AP3QprYXpFJuWvkhZAG4M6Tmg3yGeH86h_ywvM=w32-h32-p-rp-mo-ba5-br100","Denny Kurniawan","Local Guide · 268 ulasan · 284 foto","","","4 tahun lalu","Best university","","","Suka","Bagikan"
"https://lh3.googleusercontent.com/a-/ALV-UjX1ZNL-YE17YfBEcN3iAPIFUtu9q2a1xMgkPgazmid1TlE=w32-h32-p-rp-mo-ba5-br100","Ardhiana Yoghisavitrie","Local Guide · 366 ulasan · 307 foto","","","4 tahun lalu","Universitas kebanggaan","","","Bagikan","Suka"
"https://lh3.googleusercontent.com/a-/ALV-UjWda0KC3Ib8yaYsI2binyS5Tlg5kIc3WbiATm2Ir52CPSA=w32-h32-p-rp-mo-br100","ABDULWAHED","1 ulasan","","","4 tahun lalu","stt malang 😍😍😍 …","","","Suka","Bagikan"
